"행정구역","2008년_총인구수","2008년_세대수","2008년_남자 인구수","2008년_여자 인구수","2009년_총인구수","2009년_세대수","2009년_남자 인구수","2009년_여자 인구수","2010년_총인구수","2010년_세대수","2010년_남자 인구수","2010년_여자 인구수","2011년_총인구수","2011년_세대수","2011년_남자 인구수","2011년_여자 인구수","2012년_총인구수","2012년_세대수","2012년_남자 인구수","2012년_여자 인구수","2013년_총인구수","2013년_세대수","2013년_남자 인구수","2013년_여자 인구수","2014년_총인구수","2014년_세대수","2014년_남자 인구수","2014년_여자 인구수","2015년_총인구수","2015년_세대수","2015년_남자 인구수","2015년_여자 인구수","2016년_총인구수","2016년_세대수","2016년_남자 인구수","2016년_여자 인구수","2017년_총인구수","2017년_세대수","2017년_남자 인구수","2017년_여자 인구수"
"제주특별자치도  (5000000000)","560,618","214,681","280,088","280,530","562,663","217,711","281,319","281,344","571,255","224,713","285,582","285,673","576,156","227,873","288,152","288,004","583,713","232,141","292,213","291,500","593,806","238,465","297,504","296,302","607,346","246,516","304,656","302,690","624,395","256,928","313,428","310,967","641,597","266,972","322,545","319,052","657,083","278,203","330,823","326,260"
